name_key,Player,season,Age,Team,pos_group,G,GS,BPM,OBPM,DBPM,VORP,PER,WS,WS_per_48,USG%,TRB%,AST%,STL%,BLK%,TOV%,Salary,injury_events,rest_events,total_il_events,severity_weighted_events,max_event_severity,distinct_body_parts,had_knee_injury,aging_curve_delta,contract_total_m,contract_y1_m,contract_aav_m,years_remaining,dead_cap_m,war_proxy,salary_m,contract_efficiency,injury_events_3yr,severity_3yr,age_injury_interaction,injury_risk_tier
jeremiah robinsonearl,Jeremiah Robinson-Earl,2023,22,OKC,F,43,20,-1.5,-0.8,-0.7,0.1,13.0,1.9,0.111,14.6,11.9,7.0,1.4,1.2,6.7,2120576.0,1,0,1,2,2,1,0,0.8491935483870967,0.589305,0.13197,0.13197,1.0,0.13197,0.037037037037037035,2.120576,0.017465555130793255,1.5,3.5,22,Medium
jeremy sochan,Jeremy Sochan,2023,19,SAS,F,56,53,-4.0,-2.8,-1.2,-0.7,11.4,0.2,0.005,19.8,11.0,13.6,1.4,1.3,13.9,5368789.0,9,0,9,11,2,3,1,-0.22499999999999992,7.096231,7.874853,7.874853,1.0,0.778622,-0.25925925925925924,5.368789,-0.048290081666323495,9.0,11.0,171,High
jericho sims,Jericho Sims,2023,24,NYK,F,52,16,-0.5,-1.0,0.5,0.3,13.8,2.6,0.153,7.4,16.4,4.0,0.9,3.2,19.1,1738704.0,1,0,1,6,6,1,0,0.35,2.461463,2.461463,2.6314045,2.0,,0.1111111111111111,1.738704,0.06390455828658076,2.5,5.0,24,High
jevon carter,Jevon Carter,2023,27,MIL,G,81,39,-0.6,-1.9,1.2,0.6,10.9,3.5,0.092,15.3,5.8,14.5,1.7,1.3,11.8,6388234.0,1,0,1,1,1,1,0,-0.3598290598290598,6.809524,7.680524,7.680524,1.0,0.871,0.2222222222222222,6.388234,0.03478617442977546,0.6666666666666666,0.6666666666666666,27,Low
jimmy butler,Jimmy Butler,2023,33,MIA,F,64,64,8.7,6.7,2.0,5.8,27.6,12.3,0.277,25.6,10.3,27.1,2.7,1.0,8.2,39923342.0,10,0,10,12,2,5,1,-1.3319999999999999,110.959223,54.12645,55.4796115,2.0,,2.148148148148148,39.923342,0.05380682178731801,8.0,10.0,330,High
jock landale,Jock Landale,2023,27,PHO,C,69,4,-1.1,-0.7,-0.4,0.2,16.4,2.7,0.132,19.3,15.8,10.1,0.8,2.7,13.3,1657779.0,1,0,1,1,1,1,0,-0.15142857142857147,2.296274,2.296274,2.296274,1.0,,0.07407407407407407,1.657779,0.04468271951452762,2.5,3.0,27,Medium
joe harris,Joe Harris,2023,31,BRK,G,74,33,-1.1,-0.6,-0.6,0.3,10.6,2.6,0.083,14.3,6.0,9.1,1.1,0.7,8.3,19766797.0,3,0,3,3,1,3,1,-0.6610169491525424,,,,,,0.1111111111111111,19.766797,0.00562109840613586,1.6666666666666667,3.3333333333333335,93,Medium
joe ingles,Joe Ingles,2023,35,MIL,F,46,0,-0.7,-1.6,0.8,0.3,10.7,2.3,0.107,12.6,6.4,18.4,1.5,0.5,17.6,6869606.0,4,0,4,4,1,1,1,-0.9294117647058824,2.296274,2.296274,2.296274,1.0,,0.1111111111111111,6.869606,0.016174306228204514,3.3333333333333335,7.333333333333333,140,High
joe wieskamp,Joe Wieskamp,2023,23,TOR,G,9,0,-10.6,-7.0,-3.6,-0.1,-0.4,-0.1,-0.076,12.8,4.5,7.4,0.0,0.0,6.7,3084654.0,1,0,1,2,2,1,0,0.09395604395604397,,,,,,-0.037037037037037035,3.084654,-0.012006869177884143,0.5,1.0,23,Low
joel embiid,Joel Embiid,2023,28,PHI,C,66,66,9.2,6.8,2.3,6.4,31.4,12.3,0.259,37.0,17.3,22.9,1.4,4.6,11.9,35643458.0,6,0,6,8,2,3,1,-0.8363636363636364,176.072526,55.224526,60.8671315,4.0,,2.3703703703703702,35.643458,0.06650225604851162,6.333333333333333,9.333333333333334,168,High
john butler,John Butler,2023,20,POR,C,19,1,-6.2,-5.4,-0.8,-0.2,5.7,0.0,0.001,11.0,4.4,6.5,1.5,3.6,1.8,533368.0,2,0,2,2,1,0,0,1.6818181818181819,,,,,,-0.07407407407407407,0.533368,-0.13887986169787853,2.0,2.0,40,Medium
john collins,John Collins,2023,25,ATL,F,71,71,-1.3,-1.4,0.2,0.4,13.6,4.2,0.095,17.1,11.9,5.3,0.9,2.9,9.1,24916768.0,0,0,0,0,0,0,0,-0.3396551724137931,26.58,26.58,26.58,1.0,,0.14814814814814814,24.916768,0.005945720895589193,0.0,0.0,0,Low
john konchar,John Konchar,2023,26,MEM,G,72,23,0.5,-1.9,2.4,0.9,10.8,3.5,0.111,10.4,11.0,8.2,2.4,1.5,9.9,2438662.0,4,0,4,4,1,3,0,-0.4469230769230769,12.33,6.165,6.165,2.0,,0.3333333333333333,2.438662,0.13668697561750393,2.0,2.3333333333333335,104,Medium
john wall,John Wall,2023,32,LAC,G,34,3,-1.2,-0.8,-0.4,0.1,13.6,0.3,0.02,27.0,6.8,35.3,1.8,1.4,17.1,50200141.0,0,0,0,0,0,0,0,-0.7363636363636363,,,,,,0.037037037037037035,50.200141,0.0007377875101394044,0.0,0.0,0,Low
johnny davis,Johnny Davis,2023,20,WAS,G,28,5,-7.4,-5.8,-1.7,-0.6,7.2,-0.3,-0.033,20.5,8.5,9.2,1.2,1.6,8.5,5100324.0,0,0,0,0,0,0,0,1.1284313725490196,,,,,,-0.2222222222222222,5.100324,-0.043570216759214166,0.0,0.0,0,Low
johnny juzang,Johnny Juzang,2023,21,UTA,G,18,0,-6.5,-4.3,-2.2,-0.3,6.5,-0.2,-0.032,19.6,9.1,4.7,0.8,1.1,2.8,539571.0,1,0,1,1,1,1,0,-0.1217054263565892,,,,,,-0.1111111111111111,0.539571,-0.20592491277535505,1.0,1.0,21,Low
jonas valanciunas,Jonas Valančiūnas,2023,30,NOP,C,79,79,-0.4,0.0,-0.4,0.8,19.3,5.8,0.142,23.4,23.1,11.1,0.5,2.5,14.8,,2,0,2,2,1,1,0,-0.6,10.395,10.395,10.1975,2.0,,0.2962962962962963,,,3.6666666666666665,3.6666666666666665,60,Medium
jonathan isaac,Jonathan Isaac,2023,25,ORL,F,11,0,4.0,1.0,3.0,0.2,20.3,0.3,0.13,21.1,20.1,7.3,5.5,3.1,6.6,18449011.0,2,0,2,7,6,1,1,-0.3396551724137931,44.0,15.0,14.75,4.0,,0.07407407407407407,18.449011,0.004015070188536072,2.3333333333333335,6.333333333333333,50,High
jonathan kuminga,Jonathan Kuminga,2023,20,GSW,F,67,16,-1.7,-1.7,-0.1,0.1,13.3,2.4,0.084,19.6,9.1,12.7,1.4,2.0,14.6,6085883.0,1,0,1,2,2,1,0,0.5565789473684212,23.799569,23.799569,24.0497845,2.0,,0.037037037037037035,6.085883,0.006085729389972997,1.0,1.5,20,Low
jordan clarkson,Jordan Clarkson,2023,30,UTA,G,61,61,-1.4,1.0,-2.4,0.3,14.7,1.7,0.042,27.8,6.7,20.9,0.8,0.6,14.0,14144242.0,2,0,2,4,2,1,0,-0.7926470588235294,10.651561,12.947835,12.947835,1.0,2.296274,0.1111111111111111,14.144242,0.007855571978414333,1.3333333333333333,2.3333333333333335,60,Medium
jordan goodwin,Jordan Goodwin,2023,24,WAS,G,62,7,0.7,-0.7,1.4,0.8,14.8,2.2,0.097,17.3,10.3,20.8,2.6,2.0,12.9,1357387.0,0,0,0,0,0,0,0,-0.5559999999999999,2.349578,2.349578,2.349578,1.0,,0.2962962962962963,1.357387,0.21828431854459804,0.0,0.0,0,Low
jordan hall,Jordan Hall,2023,21,SAS,G,9,0,-7.6,-4.7,-2.9,-0.1,5.5,-0.1,-0.077,19.4,7.9,17.0,0.6,0.0,18.0,204663.0,0,0,0,0,0,0,0,-0.1217054263565892,,,,,,-0.037037037037037035,0.204663,,0.0,0.0,0,Low
jordan mclaughlin,Jordan McLaughlin,2023,26,MIN,G,43,0,-0.7,-1.3,0.6,0.2,11.8,1.3,0.094,11.7,5.1,27.4,2.2,0.5,17.7,2290222.0,2,0,2,3,2,2,0,-0.4469230769230769,2.296274,2.296274,2.296274,1.0,,0.07407407407407407,2.290222,0.03234362174237872,2.0,2.3333333333333335,52,Medium
jordan nwora,Jordan Nwora,2023,24,"IND,MIL",F,62,14,-2.1,-0.8,-1.3,0.0,12.2,1.5,0.06,19.4,10.4,10.5,1.0,1.0,12.0,2968806.0,0,0,0,0,0,0,0,0.35,,,,,,0.0,2.968806,0.0,1.6666666666666667,1.6666666666666667,0,Low
jordan poole,Jordan Poole,2023,23,GSW,G,82,43,-1.9,-0.1,-1.8,0.1,14.6,3.2,0.063,29.2,5.0,22.5,1.2,0.8,14.7,4136606.0,0,0,0,0,0,0,0,0.09395604395604397,65.892857,31.848215,32.9464285,2.0,,0.037037037037037035,4.136606,0.00895348433886066,0.3333333333333333,0.3333333333333333,0,Low
jordan schakel,Jordan Schakel,2023,24,WAS,F,2,0,17.0,7.7,9.3,0.0,24.3,0.0,0.314,14.5,0.0,23.5,8.1,0.0,0.0,102332.0,0,0,0,0,0,0,0,0.35,,,,,,0.0,0.102332,,0.0,0.0,0,Low
jose alvarado,Jose Alvarado,2023,24,NOP,G,61,10,-1.2,-2.0,0.7,0.3,11.8,1.8,0.066,19.8,6.1,19.9,2.5,0.7,13.4,1657779.0,2,0,2,7,6,0,0,-0.5559999999999999,4.5,4.5,4.5,2.0,,0.1111111111111111,1.657779,0.06702407927179142,2.0,4.5,48,Medium
josh christopher,Josh Christopher,2023,21,HOU,G,64,2,-4.3,-3.0,-1.4,-0.5,11.5,0.0,-0.001,21.9,5.0,14.3,2.0,1.9,14.4,2515172.0,0,0,0,0,0,0,0,-0.1217054263565892,,,,,,-0.18518518518518517,2.515172,-0.07362724504931877,0.0,0.0,0,Low
josh giddey,Josh Giddey,2023,20,OKC,G,76,76,1.2,1.5,-0.3,1.9,17.1,4.0,0.081,24.6,13.6,29.9,1.1,1.2,15.1,6666454.0,1,0,1,1,1,1,0,1.1284313725490196,100.0,25.0,25.0,4.0,,0.7037037037037036,6.666454,0.10555892288519558,2.0,4.5,20,Medium
josh green,Josh Green,2023,22,DAL,G,60,21,-2.4,-1.9,-0.6,-0.2,11.2,2.6,0.082,14.6,6.9,9.7,1.4,0.3,14.5,3285196.0,0,0,0,0,0,0,0,0.3496774193548387,28.345679,13.666667,14.1728395,2.0,,-0.07407407407407407,3.285196,-0.022547840090537695,0.3333333333333333,0.3333333333333333,0,Low
josh hart,Josh Hart,2023,27,"NYK,POR",G,76,52,0.9,-0.2,1.1,1.8,14.1,6.0,0.118,12.6,13.7,16.1,1.8,0.8,16.4,13741332.0,1,0,1,2,2,1,0,-0.3598290598290598,40.396,19.47224,20.92376,3.0,,0.6666666666666666,13.741332,0.048515432613568076,2.6666666666666665,7.333333333333333,27,High
josh minott,Josh Minott,2023,20,MIN,F,15,0,-1.6,-1.9,0.4,0.0,17.9,0.3,0.146,18.9,14.6,7.5,2.0,5.4,7.1,1079140.0,0,0,0,0,0,0,0,0.5565789473684212,2.37887,2.37887,2.4817045,2.0,,0.0,1.07914,0.0,0.0,0.0,0,Low
josh okogie,Josh Okogie,2023,24,PHO,G,72,26,-0.2,-0.8,0.5,0.6,13.3,2.8,0.101,17.7,10.3,10.3,2.0,2.3,11.2,2086832.0,2,0,2,5,4,2,0,-0.5559999999999999,2.296274,2.296274,2.296274,1.0,,0.2222222222222222,2.086832,0.10648783525565174,2.3333333333333335,4.0,48,Medium
josh richardson,Josh Richardson,2023,29,"NOP,SAS",G,65,10,-1.2,-1.0,-0.1,0.3,12.3,1.8,0.055,18.4,6.3,15.8,2.2,1.2,12.7,12931372.0,3,0,3,3,1,3,1,-0.5593023255813954,,,,,,0.1111111111111111,12.931372,0.008592368320322941,4.333333333333333,4.666666666666667,87,High
joshua primo,Joshua Primo,2023,20,SAS,G,4,0,-6.3,-4.7,-1.6,-0.1,6.1,-0.1,-0.073,18.2,7.6,24.4,0.5,1.8,26.9,,0,0,0,0,0,0,0,1.1284313725490196,,,,,,-0.037037037037037035,,,1.0,1.0,0,Low
jrue holiday,Jrue Holiday,2023,32,MIL,G,67,65,3.1,3.0,0.1,2.8,19.2,6.7,0.148,25.0,8.1,34.4,1.7,0.9,15.2,36388575.0,5,0,5,6,2,1,0,-0.7363636363636363,67.2,32.4,34.8,3.0,,1.037037037037037,36.388575,0.02849897356620964,3.0,3.6666666666666665,160,Medium
jt thor,JT Thor,2023,20,CHO,F,69,8,-4.7,-4.3,-0.4,-0.7,7.0,0.2,0.009,13.1,8.4,4.9,1.1,2.1,14.5,1657779.0,0,0,0,0,0,0,0,0.5565789473684212,,,,,,-0.25925925925925924,1.657779,-0.15638951830084666,1.0,1.0,0,Low
juan toscanoanderson,Juan Toscano-Anderson,2023,29,"LAL,UTA",F,52,9,-3.8,-4.6,0.8,-0.3,7.2,0.5,0.038,11.3,9.5,11.8,1.1,1.2,18.1,2261889.0,3,0,3,4,2,1,0,-1.1833333333333333,,,,,,-0.1111111111111111,2.261889,-0.049123149328331804,1.6666666666666667,2.0,87,Medium
juancho hernangomez,Juancho Hernangómez,2023,27,TOR,F,42,10,-3.3,-3.5,0.2,-0.2,7.6,0.7,0.053,9.4,11.3,5.2,1.3,0.9,11.0,,0,0,0,0,0,0,0,-0.6105882352941177,,,,,,-0.07407407407407407,,,0.6666666666666666,0.6666666666666666,0,Low
julian champagnie,Julian Champagnie,2023,21,"PHI,SAS",F,17,3,-3.3,-0.6,-2.7,-0.1,13.4,0.4,0.061,19.2,10.2,4.5,0.9,1.3,7.4,539571.0,0,0,0,0,0,0,0,1.1526785714285714,,3.0,3.0,2.0,,-0.037037037037037035,0.539571,-0.06864163759178502,0.0,0.0,0,Low
julius randle,Julius Randle,2023,28,NYK,F,77,77,3.7,3.9,-0.2,3.9,20.3,8.1,0.142,29.5,15.4,18.5,0.9,0.7,11.5,25192443.0,1,0,1,2,2,1,0,-0.6060975609756097,64.197532,30.864198,33.33333333333333,3.0,,1.4444444444444444,25.192443,0.05733641808555226,1.6666666666666667,3.6666666666666665,28,Medium
justin champagnie,Justin Champagnie,2023,21,"BOS,TOR",F,5,0,-7.9,-5.1,-2.8,-0.1,10.3,0.0,0.009,19.2,13.1,16.3,1.4,0.0,0.0,904680.0,2,0,2,2,1,1,0,1.1526785714285714,5.017522,2.349578,2.6742023333333336,3.0,,-0.037037037037037035,0.90468,-0.040939378605735766,1.5,1.5,42,Low
justin holiday,Justin Holiday,2023,33,"ATL,DAL",F,46,2,-3.9,-3.7,-0.1,-0.3,6.6,0.1,0.008,14.1,4.4,7.5,1.3,2.3,9.6,6348977.0,1,0,1,1,1,0,0,-1.3319999999999999,,,,,,-0.1111111111111111,6.348977,-0.01750063216658544,1.0,1.0,33,Low
justin jackson,Justin Jackson,2023,27,BOS,G,23,0,-2.6,-4.2,1.6,0.0,6.3,0.1,0.025,12.2,8.7,10.5,1.8,3.2,6.7,1946784.0,0,0,0,0,0,0,0,-0.3598290598290598,,,,,,0.0,1.946784,0.0,0.0,0.0,0,Low
justin minaya,Justin Minaya,2023,23,POR,F,4,0,-9.0,-7.2,-1.9,-0.2,4.0,-0.1,-0.067,13.4,9.7,5.9,1.1,5.0,14.6,37211.0,0,0,0,0,0,0,0,0.42533333333333334,,,,,,-0.07407407407407407,0.037211,,0.0,0.0,0,Low
justise winslow,Justise Winslow,2023,26,POR,F,29,11,-2.8,-3.4,0.6,-0.2,9.3,0.4,0.022,14.2,10.7,17.2,1.9,1.3,17.0,4344594.0,2,0,2,7,6,1,0,-0.14893617021276595,,,,,,-0.07407407407407407,4.344594,-0.01704971145153588,3.0,7.333333333333333,52,High
jusuf nurkic,Jusuf Nurkić,2023,28,POR,C,52,52,0.1,-0.6,0.7,0.7,17.3,2.7,0.092,22.1,19.5,16.4,1.5,2.8,16.8,,5,0,5,6,2,2,1,-0.8363636363636364,19.375,19.375,19.375,1.0,,0.25925925925925924,,,2.6666666666666665,5.666666666666667,140,High
kai jones,Kai Jones,2023,22,CHO,F,46,0,-4.0,-4.8,0.8,-0.3,10.8,0.7,0.062,12.4,11.9,3.7,1.5,4.7,19.1,3084420.0,1,0,1,2,2,1,0,0.8491935483870967,,,,,,-0.1111111111111111,3.08442,-0.03602334024260999,2.0,2.5,22,Medium
karlanthony towns,Karl-Anthony Towns,2023,27,MIN,C,29,29,3.0,2.1,0.9,1.2,18.8,2.7,0.133,25.6,13.8,22.0,1.0,1.5,15.0,35873148.0,1,0,1,2,2,1,0,-0.15142857142857147,110.220992,53.142264,57.078728,3.0,,0.4444444444444444,35.873148,0.012389334898750576,1.6666666666666667,2.3333333333333335,27,Medium
kawhi leonard,Kawhi Leonard,2023,31,LAC,F,52,50,6.1,5.1,0.9,3.5,23.9,7.1,0.194,27.0,10.8,19.6,2.0,1.4,8.1,45054279.0,8,0,8,14,6,2,1,0.023999999999999987,100.3,50.0,50.15,2.0,,1.2962962962962963,45.054279,0.028771879720820664,6.333333333333333,10.666666666666666,248,High
keegan murray,Keegan Murray,2023,22,SAC,F,80,78,-0.6,0.4,-1.0,0.8,12.3,4.3,0.087,15.8,8.9,5.5,1.2,1.5,6.8,8491252.0,1,0,1,1,1,1,0,0.8491935483870967,151.144093,11.144093,25.19068216666667,6.0,,0.2962962962962963,8.491252,0.034894300192279806,1.0,1.0,22,Low
keita batesdiop,Keita Bates-Diop,2023,27,SAS,F,67,42,-0.6,0.3,-0.9,0.5,14.9,2.7,0.089,16.7,9.3,9.8,1.5,1.1,9.5,1991984.0,2,0,2,3,2,1,0,-0.6105882352941177,,,,,,0.18518518518518517,1.991984,0.09296519710257972,4.0,5.333333333333333,54,High
keldon johnson,Keldon Johnson,2023,23,SAS,G,63,63,-1.8,0.7,-2.5,0.1,15.3,1.3,0.03,27.9,8.4,13.7,1.1,0.4,9.6,4106520.0,8,0,8,10,2,4,0,0.09395604395604397,35.0,17.5,17.5,2.0,,0.037037037037037035,4.10652,0.009019081128799332,4.666666666666667,5.666666666666667,184,High
kelly olynyk,Kelly Olynyk,2023,31,UTA,C,68,68,0.4,-0.4,0.9,1.2,14.4,4.3,0.106,17.8,11.7,17.6,1.5,1.6,20.3,13576858.0,2,0,2,3,2,1,0,4.4408920985006264e-17,13.445122,13.445122,13.445122,1.0,,0.4444444444444444,13.576858,0.03273544176748733,1.6666666666666667,2.3333333333333335,62,Medium
kelly oubre,Kelly Oubre Jr.,2023,27,CHO,F,48,40,-1.1,-0.4,-0.7,0.3,14.8,1.7,0.051,26.5,8.6,5.6,2.1,1.0,6.6,,3,0,3,10,6,2,0,-0.6105882352941177,8.38215,8.38215,8.38215,1.0,,0.1111111111111111,,,2.3333333333333335,5.0,81,High
kemba walker,Kemba Walker,2023,32,DAL,G,9,1,-0.3,0.3,-0.6,0.1,15.0,0.3,0.098,22.1,6.5,20.1,0.7,1.2,5.7,39528872.0,1,0,1,1,1,1,1,-0.7363636363636363,,,,,,0.037037037037037035,39.528872,0.0009369616476037322,6.666666666666667,8.666666666666666,32,High
kendall brown,Kendall Brown,2023,19,IND,G,6,0,-2.9,-7.0,4.0,0.0,9.1,0.1,0.071,10.4,8.3,9.7,4.7,0.0,20.2,539571.0,1,0,1,1,1,0,0,0.3341463414634146,,,,,,0.0,0.539571,0.0,1.0,1.0,19,Low
kendrick nunn,Kendrick Nunn,2023,27,"LAL,WAS",G,70,2,-3.5,-2.0,-1.5,-0.4,11.1,0.2,0.008,23.7,6.2,13.8,1.4,0.6,12.4,5566512.0,0,0,0,0,0,0,0,-0.3598290598290598,,,,,,-0.14814814814814814,5.566512,-0.026614179246923053,1.0,2.0,0,Medium
kennedy chandler,Kennedy Chandler,2023,20,MEM,G,36,0,-2.7,-3.3,0.6,0.0,10.6,0.3,0.044,15.8,7.2,26.4,2.0,1.6,16.9,1272345.0,0,0,0,0,0,0,0,1.1284313725490196,,,,,,0.0,1.272345,0.0,0.0,0.0,0,Low
kenneth lofton,Kenneth Lofton Jr.,2023,20,MEM,F,24,1,-0.4,0.7,-1.1,0.1,20.2,0.5,0.145,27.6,15.4,18.1,1.3,1.0,10.3,,0,0,0,0,0,0,0,0.5565789473684212,,,,,,0.037037037037037035,,,0.0,0.0,0,Low
kenrich williams,Kenrich Williams,2023,28,OKC,G,53,10,0.5,0.1,0.4,0.8,14.4,3.3,0.133,13.7,11.6,11.7,1.8,1.1,8.1,2120576.0,2,0,2,8,6,2,1,-0.3053191489361702,7.163,7.163,7.163,2.0,,0.2962962962962963,2.120576,0.13972444104634604,1.6666666666666667,5.666666666666667,56,High
kentavious caldwellpope,Kentavious Caldwell-Pope,2023,29,DEN,G,76,76,-1.0,-1.6,0.6,0.6,11.5,4.5,0.091,14.1,5.0,9.8,2.3,1.3,11.1,14849018.0,4,0,4,6,2,2,0,-0.5593023255813954,21.6215,21.6215,21.6215,2.0,,0.2222222222222222,14.849018,0.01496544904331197,2.3333333333333335,3.6666666666666665,116,Medium
keon ellis,Keon Ellis,2023,23,SAC,G,16,0,1.3,-0.1,1.4,0.1,14.0,0.2,0.162,12.1,6.4,10.5,3.4,1.2,5.0,539571.0,0,0,0,0,0,0,0,0.09395604395604397,2.301587,2.301587,2.301587,1.0,,0.037037037037037035,0.539571,0.06864163759178502,0.0,0.0,0,Low
keon johnson,Keon Johnson,2023,20,POR,G,40,0,-5.4,-3.8,-1.6,-0.4,9.0,-0.5,-0.057,25.0,6.1,20.9,2.2,1.3,18.0,2842674.0,2,0,2,6,4,2,0,1.1284313725490196,2.349578,2.349578,2.349578,1.0,,-0.14814814814814814,2.842674,-0.05211577132944127,3.0,6.0,40,High
kessler edwards,Kessler Edwards,2023,22,"BRK,SAC",F,36,4,-3.9,-3.2,-0.7,-0.2,8.4,0.4,0.048,12.7,9.0,7.5,1.7,1.4,11.5,1736715.0,0,0,0,0,0,0,0,0.8491935483870967,,,,,,-0.07407407407407407,1.736715,-0.04265183065389201,1.5,1.5,0,Low
kevin durant,Kevin Durant,2023,34,"BRK,PHO",F,47,47,7.1,6.0,1.2,3.9,25.9,6.8,0.194,30.7,10.5,24.5,1.0,3.4,13.4,46779742.0,2,0,2,6,4,2,1,-0.7571428571428571,98.611048,54.708609,48.236203,3.0,,1.4444444444444444,46.779742,0.030877563293197394,3.0,6.0,68,High
kevin huerter,Kevin Huerter,2023,24,SAC,G,75,75,1.0,1.4,-0.3,1.7,15.2,4.9,0.107,19.9,6.5,14.1,1.7,1.0,9.5,15383643.0,2,0,2,2,1,1,1,-0.5559999999999999,17.991071,17.991071,17.991071,1.0,,0.6296296296296295,15.383643,0.04092851281257824,1.6666666666666667,2.0,48,Medium
kevin knox,Kevin Knox,2023,23,"DET,POR",F,63,5,-3.5,-2.1,-1.4,-0.4,11.1,0.7,0.034,18.4,10.5,5.2,1.2,1.1,12.2,3180864.0,0,0,0,0,0,0,0,0.42533333333333334,,,,,,-0.14814814814814814,3.180864,-0.04657481368211534,0.3333333333333333,0.3333333333333333,0,Low
kevin love,Kevin Love,2023,34,"CLE,MIA",F,62,20,0.6,0.2,0.4,0.8,13.1,2.6,0.099,19.2,18.9,13.2,0.6,0.9,13.1,32399186.0,4,0,4,5,2,2,0,-0.7571428571428571,4.15,4.15,4.15,1.0,,0.2962962962962963,32.399186,0.009145177175015949,2.6666666666666665,3.3333333333333335,136,Medium
kevin porter,Kevin Porter Jr.,2023,22,HOU,G,59,59,0.6,1.4,-0.8,1.3,16.2,2.9,0.068,24.3,8.5,25.7,2.0,0.8,15.8,,3,0,3,5,2,3,0,0.3496774193548387,5.134,5.134,5.26235,2.0,,0.48148148148148145,,,3.0,4.333333333333333,66,Medium
kevon harris,Kevon Harris,2023,25,ORL,G,34,0,-3.6,-3.5,-0.1,-0.2,9.2,0.6,0.065,13.7,8.7,4.7,1.8,1.1,14.4,539571.0,1,0,1,1,1,0,0,0.1966887417218543,,,,,,-0.07407407407407407,0.539571,-0.13728327518357003,1.0,1.0,25,Low
kevon looney,Kevon Looney,2023,26,GSW,F,82,70,2.1,0.9,1.3,2.0,17.8,8.7,0.212,10.6,21.4,13.8,1.3,2.2,9.1,8482304.0,0,0,0,0,0,0,0,-0.14893617021276595,8.0,8.0,8.0,2.0,,0.7407407407407407,8.482304,0.08732777565396628,0.3333333333333333,0.3333333333333333,0,Low
khem birch,Khem Birch,2023,30,TOR,C,20,0,-3.5,-4.6,1.1,-0.1,9.4,0.2,0.072,11.1,8.7,5.8,1.5,3.0,19.0,7069470.0,2,0,2,2,1,1,1,-0.6,,,,,,-0.037037037037037035,7.06947,-0.005239011840638271,2.0,3.0,60,Medium
khris middleton,Khris Middleton,2023,31,MIL,F,33,19,0.8,1.0,-0.3,0.6,17.4,1.9,0.117,27.4,9.1,30.7,1.4,0.5,13.6,40274272.0,3,0,3,3,1,1,1,0.023999999999999987,33.296296,33.296296,33.296296,1.0,,0.2222222222222222,40.274272,0.005517721641802046,3.3333333333333335,5.0,93,High
killian hayes,Killian Hayes,2023,21,DET,G,76,56,-3.8,-3.3,-0.5,-1.0,10.2,-0.5,-0.012,20.5,5.7,32.3,2.3,1.1,16.7,6189706.0,0,0,0,0,0,0,0,-0.1217054263565892,0.26394,0.26394,0.26394,1.0,,-0.37037037037037035,6.189706,-0.05983650441077013,4.333333333333333,6.666666666666667,0,High
kira lewis,Kira Lewis Jr.,2023,21,NOP,G,25,0,-0.3,-0.8,0.5,0.1,14.5,0.6,0.122,19.7,8.0,14.0,2.1,0.8,9.3,,0,0,0,0,0,0,0,-0.1217054263565892,,,,,,0.037037037037037035,,,0.6666666666666666,2.6666666666666665,0,Medium
kj martin,KJ Martin,2023,22,HOU,F,82,49,-0.7,0.6,-1.3,0.7,15.4,4.9,0.103,16.4,10.8,8.1,0.9,1.3,10.0,,0,0,0,0,0,0,0,0.8491935483870967,,,,,,0.25925925925925924,,,0.0,0.0,0,Low
klay thompson,Klay Thompson,2023,32,GSW,G,69,69,-0.3,1.5,-1.7,1.0,14.7,3.1,0.066,26.4,6.9,11.0,1.0,1.1,8.6,43047777.0,5,0,5,17,4,2,0,-0.7363636363636363,34.126984,16.666667,17.063492,2.0,,0.37037037037037035,43.047777,0.008603704910717465,5.333333333333333,16.333333333333332,160,High
kobi simmons,Kobi Simmons,2023,25,CHO,G,5,0,-0.9,-1.0,0.1,0.0,9.0,0.0,0.019,11.8,7.6,21.8,0.0,6.2,12.7,34772.0,0,0,0,0,0,0,0,0.1966887417218543,,,,,,0.0,0.034772,,3.0,3.0,0,Medium
kris dunn,Kris Dunn,2023,28,UTA,G,22,3,2.4,0.7,1.7,0.6,19.1,1.9,0.162,20.2,9.5,32.3,2.1,1.5,12.8,1060289.0,0,0,0,0,0,0,0,-0.3053191489361702,5.4264,5.4264,5.5556,2.0,,0.2222222222222222,1.060289,0.2095864639001463,1.3333333333333333,1.6666666666666667,0,Low
kristaps porzingis,Kristaps Porziņģis,2023,27,WAS,F,65,65,4.3,3.8,0.5,3.4,23.1,7.7,0.174,27.4,14.3,12.9,1.3,4.0,10.2,,8,0,8,15,6,3,1,-0.6105882352941177,30.731707,30.731707,30.731707,1.0,,1.259259259259259,,,6.666666666666667,11.0,216,High
kyle anderson,Kyle Anderson,2023,29,MIN,F,69,46,2.5,0.2,2.3,2.2,14.8,5.1,0.125,14.4,10.5,22.6,1.9,2.8,15.7,9309846.0,4,0,4,9,6,2,0,-1.1833333333333333,9.219512,9.219512,9.219512,1.0,,0.8148148148148149,9.309846,0.08752183600188605,2.6666666666666665,4.333333333333333,116,Medium
